customer_id,signup_date,email
932,2025-05-20,user932@example.com
933,2025-10-22,user933@example.com
934,2025-05-12,user934@example.com
935,2025-05-12,user935@example.com
936,2025-10-16,user936@example.com
937,2025-12-18,
938,2025-04-29,user938@example.com
939,2025-10-18,
940,2025-03-25,user940@example.com
941,2025-06-20,user941@example.com
942,2025-03-25,user942@example.com
943,2025-09-25,user943@example.com
944,2025-06-10,user944@example.com
945,2025-08-02,user945@example.com
946,2025-11-25,
947,2025-10-03,
948,2025-07-20,user948@example.com
949,2025-11-26,user949@example.com
950,2025-05-16,user950@example.com
951,2026-01-20,user951@example.com
952,2025-08-25,user952@example.com
953,2025-10-27,user953@example.com
954,2026-01-13,user954@example.com
955,2025-06-12,user955@example.com
956,2025-11-02,user956@example.com
957,2025-09-16,user957@example.com
958,2025-07-28,
959,2025-11-26,user959@example.com
960,2025-06-22,user960@example.com
961,2025-05-26,
962,2025-06-11,user962@example.com
963,2025-11-09,user963@example.com
964,2025-08-31,user964@example.com
965,2025-09-11,user965@example.com
966,2025-03-19,user966@example.com
967,2025-11-23,user967@example.com
968,2026-01-14,user968@example.com
969,2025-06-28,user969@example.com
970,2025-05-30,user970@example.com
971,2025-06-28,user971@example.com
972,2025-07-30,user972@example.com
973,2025-08-07,user973@example.com
974,2025-08-20,user974@example.com
975,2025-08-16,
976,2025-07-23,user976@example.com
977,2025-07-20,user977@example.com
978,2025-03-25,
979,2025-05-16,user979@example.com
980,2025-07-28,user980@example.com
981,2025-10-02,user981@example.com
982,2025-04-20,user982@example.com
983,2025-07-15,
984,2025-12-24,
985,2025-12-06,user985@example.com
986,2025-10-07,user986@example.com
987,2025-05-20,user987@example.com
988,2025-11-06,user988@example.com
989,2025-06-09,user989@example.com
990,2025-06-14,user990@example.com
991,2025-06-08,user991@example.com
992,2025-06-20,user992@example.com
993,2025-12-16,user993@example.com
994,2026-01-06,user994@example.com
995,2025-12-16,user995@example.com
996,2025-10-06,
997,2025-10-14,user997@example.com
998,2025-07-19,
999,2026-01-10,user999@example.com
1000,2025-09-29,user1000@example.com
